AveragePrice,Total Volume,Pequeño/Mediano,Grande,Extra Grande,Total Bags,Small Bags,Large Bags,XLarge Bags,region,Dias_Desde_Primer_Registro,type_ORGANIC
0.43367346938775514,0.060321675811164134,0.0012580385556041841,0.06289273273308789,0.00025028960523778806,0.013962149663124592,0.014992363820448162,0.00017475900171436237,0.0,ALBANY,357,0.0
0.4438775510204082,0.05152088017359296,0.0008182092301568274,0.051555678637496764,0.00030314353557973797,0.015260438681020939,0.016394169929430137,0.00018270514828024867,0.0,ALBANY,350,0.0
0.2295918367346939,0.11108202892094049,0.0009643336228356629,0.12606261927477058,0.0006782141504055512,0.013076727116598488,0.014014070616838773,0.00019329376339752638,0.0,ALBANY,343,0.0
0.3061224489795919,0.07419618423820304,0.00137363239090219,0.08312929183015204,0.00037720140257804525,0.00932936627043558,0.009893236376573161,0.000250678435059658,0.0,ALBANY,336,0.0
0.4081632653061225,0.04791262203933748,0.0011424447203061783,0.0506312320338569,0.0003938319411320511,0.009927851676439834,0.01043144488526876,0.00037048908363444827,0.0,ALBANY,329,0.0
0.39795918367346944,0.05255783431169159,0.001437059745206481,0.05551621661039818,0.00022664305823131103,0.010730498645473036,0.011425072657538775,0.00023883417885767658,0.0,ALBANY,322,0.0
0.26020408163265313,0.07839140091582568,0.001661124428051083,0.08508844829578299,0.00048467625798330813,0.013355283952339248,0.01428347110717206,0.00022873282744491076,0.0,ALBANY,315,0.0
0.25510204081632654,0.10281508412840513,0.0008539697836549613,0.11759184396987829,0.0004157634638501463,0.010963782570327454,0.010920391092142094,0.001053932651947517,0.0,ALBANY,308,0.0
0.2755102040816327,0.09377237953988306,0.0012403342300005948,0.10084528389018108,0.0004435156750621436,0.018283127922751698,0.019350361105567336,0.0005319232971215815,0.0,ALBANY,301,0.0
0.3010204081632653,0.06982063833986536,0.0010222154824169655,0.07479172867795936,0.0005872658926883317,0.013848244945841396,0.014047632411430101,0.0010578307615836124,0.0,ALBANY,294,0.0
0.32653061224489804,0.07969810605423058,0.0011222770786659005,0.08730957095246066,0.0006084178589117079,0.013173550139845131,0.013727680121455359,0.0006143270859192278,0.0,ALBANY,287,0.0
0.4081632653061225,0.06055914658335928,0.001919724073656353,0.06084046404489196,0.0005473526001587176,0.01625313555043447,0.01719261303855506,0.00048282210843615203,0.0,ALBANY,280,0.0
0.42346938775510207,0.05728498363844714,0.0027525069124834413,0.05760977482919069,0.0005267723086981354,0.014058282354751336,0.01460265666871377,0.0007061013305728719,0.0,ALBANY,273,0.0
0.26020408163265313,0.10034687375910822,0.0014620690769878363,0.11481285644414424,0.0008047101842819582,0.00968785708607106,0.010261736516875753,0.00027284893361494925,0.0,ALBANY,266,0.0
0.43367346938775514,0.06551433555245403,0.0012474693523137617,0.06850380092361966,0.0007821550163680879,0.014878027072044806,0.014792805320105547,0.001458530194897798,0.0,ALBANY,259,0.0
0.4081632653061225,0.07148731550646059,0.001196140156081286,0.07587671359636639,0.0007379801483340097,0.014909043832269066,0.015099653524133935,0.0011647289219888373,0.0,ALBANY,252,0.0
0.32142857142857145,0.09317204063980107,0.0010671740337269708,0.10401799452026138,0.0012513960557559592,0.01282748529336782,0.013527302615741097,0.0004258497368316843,0.0,ALBANY,245,0.0
0.3010204081632653,0.09930357264927205,0.0008360834396250158,0.10898434545849581,0.0017432442334906824,0.01654665492268093,0.017807145877629688,0.00016454520483132458,0.0,ALBANY,238,0.0
0.43877551020408173,0.07513641992994258,0.0008896575297825526,0.07846026016077022,0.002311540918140851,0.017467573357848775,0.01872523347359991,0.0002521964489083297,0.0,ALBANY,231,0.0
0.43367346938775514,0.07518502362907054,0.0006548416252211721,0.07930593904450274,0.0020523123984302846,0.016765779022215575,0.017944372841496095,0.00027275522905638927,0.0,ALBANY,224,0.0
0.32653061224489804,0.1044254283947342,0.0007094228840045471,0.11660563053836974,0.0019174491248438936,0.01481145020628393,0.015885811552684148,0.0002053066878049158,0.0,ALBANY,217,0.0
0.49489795918367346,0.07056754997393978,0.0006187898422408681,0.07164751071137045,0.003851424847375831,0.01901947094782724,0.020507406587950257,0.00014711615693916832,0.0,ALBANY,210,0.0
0.32142857142857145,0.1003033476373703,0.0007872296939909856,0.1061967304420329,0.005023514022402375,0.021179839670962906,0.02276056006793632,0.0002458057980145391,0.0,ALBANY,203,0.0
0.39795918367346944,0.09076869162020133,0.0012645426807059823,0.09476311081768145,0.011631086842073807,0.01812117291387885,0.019348548838361988,0.00034481403458901376,0.0,ALBANY,196,0.0
0.29081632653061223,0.1165687180047979,0.0008157459141201388,0.10936646129619883,0.022127139427836715,0.03922351884695226,0.04232703403774127,0.00020332015116344423,0.0007625463236024218,ALBANY,189,0.0
0.4438775510204082,0.10264939525583135,0.0010550394719698844,0.08385014351201378,0.030575037249807837,0.04800045927923213,0.05169002542593463,0.0004418544754337289,0.0,ALBANY,182,0.0
0.4540816326530613,0.08410936424687819,0.0008060139955909556,0.0664626197737098,0.024232305756608948,0.04280389971221841,0.04584994207976585,0.0006565316190946426,0.0,ALBANY,175,0.0
0.4030612244897959,0.0985095429776023,0.0009756308998315103,0.0885715868988354,0.028485929784826815,0.03511965790889498,0.037747434809829825,0.0004003995787267938,0.0,ALBANY,168,0.0
0.42857142857142866,0.08420009303250127,0.0010321415539342623,0.06398542118069994,0.022748445954127772,0.04656140682777144,0.04938975299860955,0.0012358694228475741,0.0,ALBANY,161,0.0
0.3010204081632653,0.11533481968441349,0.0007968888051496265,0.11459527505479901,0.0004693969506868152,0.03656383165772189,0.038885312081386965,0.0008624942388094784,0.0,ALBANY,154,0.0
0.3826530612244898,0.08936447819006554,0.001119255572788386,0.08138910269615207,0.0002627105387203112,0.03801802324214919,0.04046668947451413,0.0008593082838184389,0.0,ALBANY,147,0.0
0.36224489795918363,0.09533278489228904,0.0008254778326493222,0.08243678266803406,0.0003050664416000449,0.04712738243074561,0.05011931252828509,0.0011119357736961448,0.0,ALBANY,140,0.0
0.4846938775510204,0.10321860108417558,0.0013961420029615854,0.09465426815017312,0.0004901851238793225,0.04279645055241299,0.04580406035330741,0.0006971806565979619,0.0,ALBANY,133,0.0
0.39795918367346944,0.11315790240764612,0.0017236295556618355,0.11780569486457103,0.0009648830587302271,0.027005291343703844,0.028814264410935347,0.0005355215521702847,0.0,ALBANY,126,0.0
0.3673469387755102,0.05558359088717781,0.0011162219323491143,0.05253881989693856,0.0011290056860850724,0.020180977979641444,0.021262686371424755,0.0006907150420573233,0.0,ALBANY,119,0.0
0.3775510204081633,0.04654530567156931,0.001062562900259278,0.04139549743385856,0.0004657590203781265,0.020514793453421495,0.021044656686104567,0.001314881106625349,0.0,ALBANY,112,0.0
